iter	Passed	Remaining
1254	31412	118768
1255	31436	118737
1256	31456	118692
1257	31480	118665
1258	31501	118622
1259	31524	118590
1260	31545	118553
1261	31567	118516
1262	31589	118480
1263	31610	118439
1264	31633	118407
1265	31657	118377
1266	31685	118364
1267	31705	118321
1268	31728	118286
1269	31747	118241
1270	31771	118210
1271	31794	118180
1272	31817	118147
1273	31839	118109
1274	31865	118088
1275	31886	118051
1276	31910	118022
1277	31933	117990
1278	31957	117960
1279	31983	117938
1280	32006	117906
1281	32031	117880
1282	32051	117837
1283	32074	117807
1284	32095	117766
1285	32119	117736
1286	32140	117698
1287	32163	117666
1288	32182	117618
1289	32202	117577
1290	32223	117538
1291	32246	117503
1292	32274	117490
1293	32298	117462
1294	32320	117427
1295	32341	117386
1296	32368	117368
1297	32390	117332
1298	32412	117299
1299	32438	117278
1300	32463	117253
1301	32484	117215
1302	32507	117182
1303	32530	117148
1304	32551	117109
1305	32576	117086
1306	32597	117045
1307	32618	117007
1308	32637	116963
1309	32661	116934
1310	32689	116919
1311	32716	116901
1312	32737	116863
1313	32757	116821
1314	32782	116794
1315	32805	116763
1316	32827	116728
1317	32847	116687
1318	32869	116649
1319	32891	116614
1320	32917	116594
1321	32940	116563
1322	32962	116527
1323	32987	116504
1324	33011	116475
1325	33032	116434
1326	33055	116404
1327	33075	116361
1328	33100	116338
1329	33127	116320
1330	33151	116291
1331	33173	116257
1332	33194	116216
1333	33220	116198
1334	33243	116164
1335	33266	116133
1336	33286	116090
1337	33307	116051
1338	33330	116023
1339	33354	115993
1340	33377	115961
1341	33404	115945
1342	33428	115918
1343	33452	115889
1344	33472	115846
1345	33490	115799
1346	33510	115757
1347	33531	115717
1348	33550	115673
1349	33569	115628
1350	33593	115601
1351	33614	115561
1352	33634	115521
1353	33655	115481
1354	33677	115449
1355	33698	115409
1356	33722	115381
1357	33741	115335
1358	33765	115309
1359	33786	115271
1360	33807	115231
1361	33832	115209
1362	33856	115180
1363	33879	115150
1364	33902	115118
1365	33930	115104
1366	33949	115060
1367	33970	115022
1368	33998	115010
1369	34020	114974
1370	34046	114952
1371	34068	114919
1372	34088	114876
1373	34115	114859
1374	34135	114820
1375	34156	114780
1376	34179	114750
1377	34209	114742
1378	34232	114711
1379	34254	114676
1380	34278	114649
1381	34299	114613
1382	34323	114584
1383	34345	114551
1384	34367	114517
1385	34389	114481
1386	34410	114444
1387	34433	114413
1388	34454	114376
1389	34472	114329
1390	34493	114291
1391	34512	114249
1392	34533	114211
1393	34554	114172
1394	34573	114130
1395	34596	114099
1396	34622	114079
1397	34644	114045
1398	34668	114016
1399	34695	113999
1400	34717	113964
