iter	RMSE
812	0.09144643041
813	0.09138044285
814	0.09131406474
815	0.09125229392
816	0.09119530639
817	0.09113766484
818	0.09106988431
819	0.09102717544
820	0.09095636377
821	0.09091604281
822	0.0908569087
823	0.09080940524
824	0.09075161244
825	0.09068853677
826	0.09063375258
827	0.09057542324
828	0.09051619662
829	0.09045079164
830	0.09039665892
831	0.09033494454
832	0.09026287451
833	0.09018884606
834	0.09012875555
835	0.09007683996
836	0.0900174242
837	0.0899554992
838	0.08990272542
839	0.08986465451
840	0.08981284591
841	0.08975303347
842	0.08970021688
843	0.08965301759
844	0.08959068555
845	0.08953930732
846	0.0894888883
847	0.0894412601
848	0.08939083748
849	0.08932729844
850	0.08927802352
851	0.08921926431
852	0.08917459794
853	0.08911557812
854	0.08905578863
855	0.08900055474
856	0.08894232707
857	0.0888958656
858	0.08884607044
859	0.08878131825
860	0.08872620802
861	0.08867205866
862	0.08860993411
863	0.08855310405
864	0.08849284619
865	0.08843655623
866	0.08838300945
867	0.08833571699
868	0.08829307769
869	0.08825854147
870	0.08820532411
871	0.08815009358
872	0.08808783151
873	0.08803565325
874	0.08799005334
875	0.08793111271
876	0.08787898023
877	0.0878267097
878	0.08777096069
879	0.08772955034
880	0.08768344984
881	0.08762188326
882	0.08755246995
883	0.08749985118
884	0.08743671127
885	0.08736859527
886	0.0873156666
887	0.08728265847
888	0.08722288504
889	0.08717774608
890	0.08712996993
891	0.08707204029
892	0.08703089268
893	0.08698006952
894	0.08692777113
895	0.08687506935
896	0.08681004663
897	0.08675936972
898	0.08671741152
899	0.08668262003
900	0.08663169658
901	0.086591499
902	0.08653684243
903	0.08648366218
904	0.08643386113
905	0.0863862416
906	0.08633063355
907	0.08628784547
908	0.08623324098
909	0.08617986243
910	0.08613780632
911	0.08609561642
912	0.08603793255
913	0.08599587235
914	0.08595614265
915	0.08590491811
916	0.08585334731
917	0.08580080883
918	0.08576239292
919	0.08571827483
920	0.08567668896
921	0.08563186599
922	0.08558982475
923	0.08554666512
924	0.08550926179
925	0.0854715938
926	0.08543328469
927	0.08538522879
928	0.08532604858
929	0.08527620766
930	0.08523739998
931	0.08519585225
932	0.08515500687
933	0.08510328509
934	0.08505831055
935	0.08500911701
936	0.08495340416
937	0.0849137698
938	0.08488186844
939	0.08483481271
940	0.08480096922
941	0.08475720343
942	0.08470415634
943	0.08465129533
944	0.08459573211
945	0.08455019691
946	0.08450692251
947	0.08446290127
948	0.08441915192
949	0.08438647316
950	0.08434250711
951	0.0843154184
952	0.0842742191
953	0.08423660712
954	0.08419643844
955	0.08414556797
956	0.08409600015
957	0.0840543961
958	0.0840163703
959	0.08397971086
960	0.08394131255
961	0.08390520754
962	0.08387240832
963	0.08382266529
964	0.08379066191
965	0.08374596842
966	0.08370735509
967	0.08366717039
968	0.0836316993
969	0.08358435004
970	0.0835387461
971	0.08350486756
972	0.08346708817
973	0.08341951709
974	0.08338286445
975	0.08334790293
976	0.08330998069
977	0.08327151219
978	0.08322511929
979	0.08318797837
980	0.0831519538
981	0.08310927948
982	0.08307567385
983	0.08303339654
984	0.0829904402
985	0.08294427111
986	0.08289350713
987	0.08284748472
988	0.08281565026
989	0.08277788149
990	0.08275192546
991	0.08271548927
992	0.08267825269
993	0.08263163983
994	0.08259558933
995	0.08256352794
996	0.08252138589
997	0.08248067548
998	0.08243784416
999	0.08239181537
1000	0.08235383849
1001	0.08231677416
1002	0.08227447148
1003	0.08224195919
1004	0.08220146966
1005	0.08215565203
1006	0.08211046372
1007	0.08207989437
1008	0.08202907859
1009	0.08197823502
1010	0.0819438294
1011	0.08190767373
1012	0.08186610268
1013	0.08182933153
1014	0.08179391761
1015	0.08175491038
1016	0.08170418248
1017	0.08166369149
1018	0.08163000098
1019	0.08159557216
1020	0.08156435739
1021	0.08152270615
1022	0.08148165895
1023	0.0814275379
1024	0.08138315093
1025	0.08135481031
1026	0.08132578914
1027	0.08128756648
1028	0.0812455088
1029	0.08121048322
1030	0.08116578839
1031	0.08113676615
1032	0.08109759242
1033	0.08105256378
1034	0.08101403686
1035	0.08098371601
1036	0.08094356262
1037	0.08089681799
1038	0.08086447778
1039	0.08082979341
1040	0.08079289667
1041	0.08076941977
1042	0.08074108058
1043	0.0806956103
1044	0.08065599005
1045	0.08062190067
1046	0.08058516423
1047	0.08054468011
1048	0.08051201976
1049	0.08047741249
1050	0.08045353885
1051	0.0804177129
1052	0.08037794708
1053	0.08033461231
1054	0.0802809214
1055	0.08023421335
1056	0.0801830967
1057	0.08014426486
1058	0.08010301909
1059	0.08006692955
1060	0.08002400772
1061	0.07998565085
1062	0.07995834736
1063	0.07992113124
1064	0.07988708572
1065	0.07985986946
1066	0.07980751156
1067	0.07977492855
1068	0.07975533749
1069	0.07971675745
1070	0.07967315186
1071	0.07962280753
1072	0.07958777768
1073	0.07955654941
1074	0.07951089471
1075	0.07947678326
1076	0.07943687252
1077	0.07939429698
1078	0.07935749151
1079	0.07933328236
1080	0.07929349186
1081	0.0792592356
1082	0.07921334969
1083	0.07919343895
1084	0.07915483862
1085	0.07912691444
1086	0.07908227769
1087	0.07903611518
1088	0.0789953623
1089	0.07895758172
1090	0.07892367873
1091	0.07888388399
1092	0.07884123162
1093	0.07879677809
1094	0.07876613908
1095	0.07872842318
1096	0.07869649055
1097	0.07866425759
1098	0.07863826255
1099	0.07860533418
1100	0.07856517201
1101	0.0785417224
1102	0.07850752595
1103	0.07847450067
1104	0.07843672415
1105	0.07841579175
1106	0.0783896708
1107	0.07834892051
1108	0.0783242316
1109	0.07829997839
1110	0.07825656153
1111	0.07822808514
1112	0.07820630188
1113	0.07817069085
1114	0.07813140712
1115	0.07809027564
1116	0.07806243251
1117	0.07802896622
1118	0.07799405453
1119	0.07796954449
1120	0.07792960184
1121	0.07789051293
1122	0.07786519634
1123	0.07783750381
1124	0.07780524825
1125	0.07777698404
1126	0.07774896355
1127	0.07771445504
1128	0.07768437127
1129	0.07764805877
1130	0.07762193925
1131	0.07759051049
1132	0.07756258176
1133	0.07753381945
1134	0.07751088658
1135	0.07748418067
1136	0.07746006583
1137	0.07743424874
1138	0.07739900736
1139	0.07737037619
1140	0.07733619441
1141	0.07729234394
1142	0.07723905612
1143	0.07722092145
1144	0.07719628289
1145	0.07717239604
1146	0.07715289618
1147	0.07713709365
1148	0.07710257731
1149	0.0770768065
1150	0.07705094952
1151	0.07702061817
1152	0.07698603448
1153	0.07695332593
1154	0.0769207881
1155	0.0768880493
1156	0.07685354964
1157	0.07681864974
1158	0.07679477008
1159	0.07677084033
1160	0.07674059718
1161	0.07671134446
1162	0.07668617995
1163	0.07666360501
1164	0.07663852608
1165	0.07661790691
1166	0.07658901093
1167	0.07656025428
1168	0.07653230386
1169	0.07650343467
1170	0.07647967803
1171	0.07644889039
1172	0.07641639757
1173	0.07639645776
1174	0.07636509826
1175	0.07634391116
1176	0.07631641034
1177	0.07628546963
1178	0.07624915226
1179	0.0762307757
1180	0.07620821961
1181	0.07617815909
1182	0.07615583781
1183	0.07611687224
1184	0.07607713169
1185	0.07604350918
1186	0.07602143811
1187	0.0759764197
1188	0.07595042212
1189	0.07593347217
1190	0.07590017949
1191	0.07588070852
1192	0.07585792246
1193	0.07581589216
1194	0.07579404763
1195	0.07577264325
1196	0.07574172365
1197	0.07569671778
1198	0.07565009548
1199	0.07562882018
1200	0.07560773726
1201	0.07558027776
1202	0.07555442869
1203	0.07550912248
1204	0.07548822203
1205	0.07545109441
1206	0.07541630248
1207	0.07538185333
1208	0.07534891896
1209	0.07532699758
1210	0.07528810068
1211	0.07525278861
1212	0.07522834189
1213	0.07520005259
1214	0.07517034806
1215	0.07514813902
1216	0.07512277418
1217	0.07508640231
1218	0.0750584839
1219	0.07502601301
1220	0.07500647019
1221	0.0749864045
1222	0.07495752223
1223	0.07493886366
1224	0.07491696753
1225	0.0749014974
1226	0.07487685871
1227	0.07484214784
1228	0.07481430761
1229	0.07479153964
1230	0.07477196119
1231	0.07475062431
1232	0.07472258128
1233	0.0746959857
1234	0.07466686774
1235	0.07463282091
1236	0.07461467098
1237	0.07457760085
1238	0.07455199577
1239	0.07453296216
1240	0.07451434607
1241	0.07447305068
1242	0.07444111525
1243	0.07440272802
1244	0.07438488284
1245	0.07435579319
1246	0.07434002043
1247	0.07431947961
1248	0.07428952057
1249	0.07427004809
1250	0.07423811749
1251	0.07420116169
1252	0.07418335547
1253	0.07414095517
1254	0.07410977354
1255	0.07407763483
1256	0.07405546386
1257	0.07403827836
1258	0.07401940721
1259	0.07399755103
1260	0.0739543294
1261	0.07392999171
1262	0.07391075421
1263	0.07389468934
1264	0.07386169867
1265	0.0738328365
1266	0.07380098914
1267	0.07378035992
1268	0.07375881087
1269	0.07374035955
1270	0.07371839634
1271	0.07369322089
1272	0.07366228273
1273	0.07363595799
1274	0.07360616391
1275	0.07358213252
1276	0.07355747974
1277	0.07352313945
1278	0.07348814181
1279	0.07346265965
1280	0.07343613855
1281	0.07340219962
1282	0.07337227722
1283	0.07335401244
1284	0.07332588278
1285	0.07330874388
1286	0.07326604718
1287	0.07325173221
1288	0.07322564744
1289	0.07320991642
1290	0.07319239772
1291	0.07316801044
1292	0.07314364796
1293	0.07312135786
1294	0.07309946945
1295	0.07307034984
1296	0.07304956263
1297	0.07303071192
1298	0.07301227031
1299	0.07298200866
1300	0.07294646737
1301	0.072931365
1302	0.07290655682
1303	0.07289321755
1304	0.07287557887
1305	0.07283208426
1306	0.07281278816
1307	0.07278891914
1308	0.07277063618
1309	0.07274817797
1310	0.07271969954
1311	0.07268670408
1312	0.07266514069
1313	0.072632278
1314	0.07259565851
1315	0.07256713529
1316	0.0725506974
1317	0.07252493939
1318	0.07251123144
1319	0.07248846765
1320	0.07245158562
1321	0.07242602717
1322	0.07240625247
1323	0.07238251169
1324	0.07234985558
1325	0.07231821473
1326	0.07228760504
1327	0.07227449347
1328	0.07224224059
1329	0.07222539583
1330	0.07220083299
1331	0.07218161717
1332	0.07214557224
1333	0.07212130552
1334	0.07208854795
1335	0.07206645347
1336	0.07204327985
1337	0.07201198179
1338	0.07198683834
1339	0.0719748396
1340	0.07193518664
1341	0.07191242903
1342	0.07188724014
1343	0.07186856022
1344	0.0718462072
1345	0.07183510152
1346	0.07181263541
1347	0.07179217788
1348	0.07177260149
1349	0.07175444067
1350	0.07172063953
1351	0.07170373932
1352	0.07168282909
1353	0.07164981789
1354	0.07162612715
1355	0.0716134995
1356	0.07157515049
1357	0.07156222282
1358	0.07152851513
1359	0.07151080122
1360	0.0714898216
1361	0.07147016713
1362	0.07145500239
1363	0.07143716162
1364	0.07141840707
1365	0.07140720443
1366	0.07138747062
1367	0.07136529292
1368	0.07133613153
1369	0.07130238112
1370	0.07128480677
1371	0.07126441368
1372	0.07124848982
1373	0.07122437399
1374	0.07120668154
1375	0.07118981142
1376	0.07116483373
1377	0.07113676364
1378	0.07111394537
1379	0.07107890138
1380	0.07104916156
1381	0.07101893571
1382	0.07099724356
1383	0.07097916675
1384	0.07093842452
1385	0.07092053123
1386	0.07090019721
1387	0.07088364546
1388	0.07086721856
1389	0.07085266906
1390	0.07082447619
1391	0.07081260587
1392	0.07078279972
1393	0.07076037994
1394	0.07074363257
1395	0.07072436142
1396	0.07069083547
1397	0.07066143919
1398	0.07064134012
1399	0.0706129562
1400	0.07058757262
1401	0.0705542607
1402	0.07053279362
1403	0.0705148306
1404	0.07048305664
1405	0.07045284879
1406	0.07042737011
1407	0.07041180035
1408	0.07039658695
1409	0.0703565719
1410	0.070334769
1411	0.07031753086
1412	0.07030416337
1413	0.07029254976
1414	0.07027707891
1415	0.07026241954
1416	0.07025216374
1417	0.0702307888
1418	0.07020749616
1419	0.07019411933
1420	0.07018064306
1421	0.07016415239
1422	0.07014243782
1423	0.07012777161
1424	0.07010231797
1425	0.07008199788
1426	0.070069259
1427	0.07005146211
1428	0.07003153587
1429	0.07001053842
1430	0.06997952927
1431	0.06996859676
1432	0.069928948
1433	0.06990910956
1434	0.0698763685
1435	0.06985332084
1436	0.06983853566
1437	0.06980693995
1438	0.0697835088
1439	0.06975985608
1440	0.06973005923
1441	0.06970606188
1442	0.06969641309
1443	0.06966594444
1444	0.06965589825
1445	0.06963631612
1446	0.0696198452
1447	0.06960409172
1448	0.06959037867
1449	0.06957169689
1450	0.06954904576
1451	0.06953665832
1452	0.06952273597
1453	0.0694944082
1454	0.06948057489
1455	0.06946541495
1456	0.06943793648
1457	0.06940801998
1458	0.06939860001
1459	0.06936775781
1460	0.06933728234
1461	0.06932476593
1462	0.06930977516
1463	0.06927240675
1464	0.06925261572
1465	0.06923987961
1466	0.06921231755
1467	0.06918984216
1468	0.06915906821
1469	0.06913764141
1470	0.0691094181
1471	0.06909252646
1472	0.06907868045
1473	0.06904744176
1474	0.06903447363
1475	0.06902221342
1476	0.06901190933
1477	0.06899694423
1478	0.06898742159
1479	0.06897793021
1480	0.06895131258
1481	0.06892445931
1482	0.06890829986
1483	0.06889706395
1484	0.06887869842
1485	0.06886309805
1486	0.06883269246
1487	0.06882173223
1488	0.06880167722
1489	0.06877061407
1490	0.068747656
1491	0.06873386808
1492	0.06872219448
1493	0.06870274476
1494	0.06868697393
1495	0.06866114001
1496	0.06864396824
1497	0.06862101891
1498	0.06861066468
1499	0.06858315998
1500	0.06854715425
1501	0.06851704467
1502	0.06850058504
1503	0.06847839684
1504	0.06845508656
