iter	Logloss
664	0.1229267105
665	0.1227878392
666	0.1225982014
667	0.1224047646
668	0.1221516342
669	0.1220219408
670	0.1219115684
671	0.1218140601
672	0.121669622
673	0.1215743329
674	0.121406248
675	0.1212198074
676	0.1208852926
677	0.1208066039
678	0.1206267333
679	0.1205233446
680	0.1203598361
681	0.1201743609
682	0.1199617911
683	0.1198356334
684	0.119646635
685	0.119537529
686	0.119124476
687	0.1188697533
688	0.1187795547
689	0.1186358186
690	0.1184303704
691	0.1183585024
692	0.118203783
693	0.1180427194
694	0.1179178155
695	0.1176459658
696	0.1175534351
697	0.1174176231
698	0.1172572742
699	0.1172063948
700	0.1170259098
701	0.116851418
702	0.1166960842
703	0.1165785276
704	0.1162969233
705	0.1161082761
706	0.116053209
707	0.1159006964
708	0.1157787514
709	0.1156298748
710	0.1155288433
711	0.1153603196
712	0.1152717634
713	0.1151351239
714	0.115022896
715	0.1147231366
716	0.1146135918
717	0.1144637121
718	0.1143556593
719	0.1142103435
720	0.1139328015
721	0.1136570901
722	0.1135887077
723	0.1135199993
724	0.113291456
725	0.1131414509
726	0.1130344764
727	0.1129152397
728	0.1127762932
729	0.1126472768
730	0.1124302058
731	0.1122721011
732	0.1121992426
733	0.1119967534
734	0.1118324424
735	0.111725004
736	0.1116327742
737	0.1115116944
738	0.1114185493
739	0.1112264666
740	0.1110642746
741	0.1109643339
742	0.1108693583
743	0.1106437238
744	0.1104790492
745	0.1102326768
746	0.110100877
747	0.1098997419
748	0.1098052803
749	0.1097133514
750	0.1095966725
751	0.1094196354
752	0.1093395424
753	0.1092127578
754	0.1090726077
755	0.108943654
756	0.1087046665
757	0.1086002246
758	0.1084899401
759	0.1083571372
760	0.1081652426
761	0.108065653
762	0.1077341849
763	0.1075866624
764	0.1075289624
765	0.1073712464
766	0.1070912219
767	0.1070064899
768	0.1068715054
769	0.1068269201
770	0.1067601175
771	0.1065930482
772	0.1063430021
773	0.1060762178
774	0.1058747567
775	0.1057954661
776	0.105620711
777	0.105433656
778	0.1053146826
779	0.1052102659
780	0.1050662665
781	0.104985998
782	0.1048266709
783	0.1047365475
784	0.1046949087
785	0.1045933256
786	0.1044035812
787	0.1043555856
788	0.1042220242
789	0.1040544533
790	0.1039425326
791	0.1037026925
792	0.1036138104
793	0.1035060334
794	0.1031112107
795	0.1029998102
796	0.1028262525
797	0.1027418778
798	0.1024904776
799	0.1023474437
800	0.1022714695
801	0.1021811267
802	0.1020415156
803	0.1019576487
804	0.1018212349
805	0.1017170438
806	0.1014146076
807	0.101300198
808	0.1010833339
809	0.100860207
810	0.1006696916
811	0.1005756438
812	0.1003757812
813	0.100156096
814	0.09989934841
815	0.0997555873
816	0.0995820797
817	0.09941671555
818	0.09929862606
819	0.09918066823
820	0.09897248042
821	0.09884291236
822	0.09871844728
823	0.09862648706
824	0.09850341997
825	0.09841502056
826	0.09835431766
827	0.09824153176
828	0.09808463079
829	0.09788549544
830	0.09775647905
831	0.09757352404
832	0.09748232864
833	0.09732787885
834	0.09722941766
835	0.09712624844
836	0.09703142954
837	0.09695894716
838	0.09666436602
839	0.09654983107
840	0.09648002556
841	0.09636085153
842	0.09620947356
843	0.0961279826
844	0.09601120961
845	0.09583174644
846	0.09578078559
847	0.09559509102
848	0.09545232668
849	0.09537439025
850	0.09524784386
851	0.09512696466
852	0.09500968388
853	0.09492623698
854	0.09482855315
855	0.0947510869
856	0.09464545395
857	0.09454814626
858	0.09447539431
859	0.0943694291
860	0.09415386266
861	0.09391700663
862	0.09372767603
863	0.09365314995
864	0.09343286293
865	0.0932804255
866	0.09322323325
867	0.09315346535
868	0.09305271597
869	0.09294033129
870	0.0927776252
871	0.09262160189
872	0.09252762305
873	0.09249796432
874	0.09239636862
875	0.09233863097
876	0.09227578407
877	0.09210220124
878	0.09196408224
879	0.09175548695
880	0.09162481554
881	0.09155741106
882	0.09150762252
883	0.0913522888
884	0.09115068973
885	0.09104569622
886	0.09089999171
887	0.09079544958
888	0.09068615552
889	0.09058275434
890	0.09052059703
891	0.09043237315
892	0.09031701068
893	0.09025310432
894	0.09016013478
895	0.0900907681
896	0.08999060801
897	0.08984769948
898	0.08974598467
899	0.08962951259
900	0.08948779518
901	0.08939508894
902	0.08931893291
903	0.08915689135
904	0.08903803077
905	0.08890350392
906	0.08883112811
907	0.08873733107
908	0.0884830221
909	0.08836876298
910	0.08830400403
911	0.08817340158
912	0.08812808285
913	0.08804995208
914	0.0878831586
915	0.08781455047
916	0.08766747932
917	0.0875893172
918	0.08739584905
919	0.08730746844
920	0.08720167249
921	0.08702197737
922	0.08690836396
923	0.08685580452
924	0.08677565513
925	0.08668485468
926	0.08660763292
927	0.08652657452
928	0.08641744346
929	0.08624386689
930	0.08615182518
931	0.08598564606
932	0.08594506044
933	0.08577214839
934	0.08562200542
935	0.08542766587
936	0.08535401745
937	0.08531105587
938	0.08520558592
939	0.08514844382
940	0.08505872164
941	0.08497448485
942	0.08488034928
943	0.08476635973
944	0.08464553068
945	0.08457848981
946	0.0845030986
947	0.08439502073
948	0.08426762176
949	0.08418581108
950	0.08410378725
951	0.08398851882
952	0.08388788228
953	0.08378078865
954	0.08365827324
955	0.08357007443
956	0.0834487752
957	0.08334682844
958	0.08329799906
959	0.0832700079
960	0.08308428198
961	0.08302671986
962	0.08298129456
963	0.08288654462
964	0.08270777104
965	0.08254893294
966	0.08244560699
967	0.08226522228
968	0.08213236926
969	0.08201491921
970	0.08187900064
971	0.08178214431
972	0.081708778
973	0.08165733444
974	0.08155967568
975	0.08150129859
976	0.08140842936
977	0.08132896956
978	0.08123112273
979	0.08114823378
980	0.08106904355
981	0.08101169458
982	0.08088093541
983	0.08081805716
984	0.08073766328
985	0.08064325814
986	0.08052890499
987	0.08043300155
988	0.08037932622
989	0.08036053171
990	0.08020340505
991	0.08008379219
992	0.07998936198
993	0.07992764977
994	0.07981480118
995	0.07973893353
996	0.07969481845
997	0.07961323972
998	0.07958576889
999	0.07941423603
0.07779282983
.07474603708
999	0.07459398832
	0.07414698229
999	0.07406222517
